Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 49,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 14,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 34,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 19,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 18,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 2005,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 11,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 31,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 21,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 05,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 2005,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 11,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 31,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 21,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 05,250
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testIsValid,Complex Method,Cyclomatic complexity of the method is 9,174
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testIsValid,Magic Number,The method contains a magic number: 60,174
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testIsValid,Magic Number,The method contains a magic number: 6,174
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator202,Long Statement,The length of the statement "assertTrue(urlValidator.isValid("http://l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.l.org"));" is 165.,263
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator276,Long Statement,The length of the statement "assertTrue(validator.isValid("http://www.apache.org/test/index.html")`"http://apache.org/ should be allowed by default");" is 121.,323
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator276,Long Statement,The length of the statement "assertTrue(validator.isValid("http://www.apache.org/test/index.html")`"http://apache.org/ should be allowed by default");" is 121.,323
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator382,Long Statement,The length of the statement "assertTrue(validator.isValid("ftp://username:password@example.com:8042/over/there/index.dtb?type=animal&name=narwhal#nose"));" is 125.,554
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator473Part1,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> new UrlValidator(new String[]{}`null`0L`null));" is 135.,615
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator473Part2,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> new UrlValidator(new String[]{}`null`0L`DomainValidator.getInstance(true`items)));" is 170.,621
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator473Part3,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> new UrlValidator(new String[]{}`null`UrlValidator.ALLOW_LOCAL_URLS`DomainValidator.getInstance(false`items)));" is 198.,629
commons-validator,org.apache.commons.validator.routines.checkdigit,ABANumberCheckDigit,weightedValue,Magic Number,The method contains a magic number: 3,62
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigit,toInt,Long Statement,The length of the statement "throw new CheckDigitException("Invalid Character[" + leftPos + "`"+ rightPos+ "] = '"+ charValue+ "' out of range 0 to "+ charMax);" is 131.,57
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigit,toInt,Magic Number,The method contains a magic number: 9,57
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigit,toInt,Magic Number,The method contains a magic number: 35,57
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigit,weightedValue,Magic Number,The method contains a magic number: 2,79
commons-validator,org.apache.commons.validator.routines.checkdigit,EAN13CheckDigit,weightedValue,Magic Number,The method contains a magic number: 2,58
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculate,Magic Number,The method contains a magic number: 2,63
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculate,Magic Number,The method contains a magic number: 4,63
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculate,Magic Number,The method contains a magic number: 98,63
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculate,Magic Number,The method contains a magic number: 9,63
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculateModulus,Magic Number,The method contains a magic number: 4,86
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculateModulus,Magic Number,The method contains a magic number: 4,86
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculateModulus,Magic Number,The method contains a magic number: 9,86
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculateModulus,Magic Number,The method contains a magic number: 100,86
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,calculateModulus,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,isValid,Complex Conditional,The conditional expression "00".equals(check) || "01".equals(check) || "99".equals(check) is complex.,110
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,isValid,Magic Number,The method contains a magic number: 2,110
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,isValid,Magic Number,The method contains a magic number: 4,110
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBN10CheckDigit,toCheckDigit,Magic Number,The method contains a magic number: 10,58
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBN10CheckDigit,toInt,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigit,calculate,Magic Number,The method contains a magic number: 9,51
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigit,calculate,Magic Number,The method contains a magic number: 12,51
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigit,isValid,Magic Number,The method contains a magic number: 10,81
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigit,isValid,Magic Number,The method contains a magic number: 13,81
commons-validator,org.apache.commons.validator.routines.checkdigit,ISINCheckDigit,calculateModulus,Magic Number,The method contains a magic number: 2,59
commons-validator,org.apache.commons.validator.routines.checkdigit,ISINCheckDigit,weightedValue,Magic Number,The method contains a magic number: 2,89
commons-validator,org.apache.commons.validator.routines.checkdigit,ISSNCheckDigit,toCheckDigit,Magic Number,The method contains a magic number: 10,63
commons-validator,org.apache.commons.validator.routines.checkdigit,ISSNCheckDigit,toInt,Magic Number,The method contains a magic number: 10,71
commons-validator,org.apache.commons.validator.routines.checkdigit,ISSNCheckDigit,weightedValue,Magic Number,The method contains a magic number: 9,80
commons-validator,org.apache.commons.validator.routines.checkdigit,LuhnCheckDigit,weightedValue,Magic Number,The method contains a magic number: 2,55
commons-validator,org.apache.commons.validator.routines.checkdigit,LuhnCheckDigit,weightedValue,Magic Number,The method contains a magic number: 9,55
commons-validator,org.apache.commons.validator.routines.checkdigit,LuhnCheckDigit,weightedValue,Magic Number,The method contains a magic number: 9,55
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusCheckDigit,sumDigits,Magic Number,The method contains a magic number: 10,41
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusCheckDigit,sumDigits,Magic Number,The method contains a magic number: 10,41
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusCheckDigit,toCheckDigit,Magic Number,The method contains a magic number: 9,149
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenCheckDigit,toString,Long Statement,The length of the statement "return getClass().getSimpleName() + "[postitionWeight=" + Arrays.toString(postitionWeight)+ "` useRightPos="+ useRightPos+ "` sumWeightedDigits="+ sumWeightedDigits+ "]";" is 170.,219
commons-validator,org.apache.commons.validator.routines.checkdigit,SedolCheckDigit,toInt,Long Statement,The length of the statement "throw new CheckDigitException("Invalid Character[" + leftPos + "`"+ rightPos+ "] = '"+ charValue+ "' out of range 0 to "+ charMax);" is 131.,76
commons-validator,org.apache.commons.validator.routines.checkdigit,SedolCheckDigit,toInt,Magic Number,The method contains a magic number: 9,76
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigit,calculateChecksum,Magic Number,The method contains a magic number: 9,86
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigit,calculateChecksum,Magic Number,The method contains a magic number: 8,86
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,IBANCheckDigitTest,Magic Number,The method contains a magic number: 2,33
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,checkDigit,Magic Number,The method contains a magic number: 2,37
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,checkDigit,Magic Number,The method contains a magic number: 4,37
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,createInvalidCodes,Magic Number,The method contains a magic number: 2,51
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,createInvalidCodes,Magic Number,The method contains a magic number: 98,51
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,createInvalidCodes,Magic Number,The method contains a magic number: 9,51
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,createInvalidCodes,Magic Number,The method contains a magic number: 2,51
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,createInvalidCodes,Magic Number,The method contains a magic number: 4,51
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,removeCheckDigit,Magic Number,The method contains a magic number: 2,76
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,removeCheckDigit,Magic Number,The method contains a magic number: 4,76
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,setUp,Long Statement,The length of the statement "valid=new String[]{"AD1200012030200359100100"`"AE070331234567890123456"`"AL47212110090000000235698741"`"AT611904300234573201"`"AZ21NABZ00000000137010001944"`"BA391290079401028494"`"BE62510007547061"`"BE68539007547034"`"BG80BNBG96611020345678"`"BH67BMAG00001299123456"`"BI4210000100010000332045181"`"BR1800000000141455123924100C2"`"BY13NBRB3600900000002Z00AB00"`"CH3900700115201849173"`"CH9300762011623852957"`"CR05015202001026284066"`"CY17002001280000001200527600"`"CZ6508000000192000145399"`"DE89370400440532013000"`"DJ2110002010010409943020008"`"DK5000400440116243"`"DO28BAGR00000001212453611324"`"EE382200221020145685"`"ES8023100001180000012345"`"FI2112345600000785"`"FO6264600001631634"`"FR1420041010050500013M02606"`"GB29NWBK60161331926819"`"GI75NWBK000000007099453"`"GL8964710001000206"`"GR1601101250000000012300695"`"GT82TRAJ01020000001210029690"`"HR1210010051863000160"`"HU42117730161111101800000000"`"IE29AIBK93115212345678"`"IL620108000000099999999"`"IQ98NBIQ850123456789012"`"IS140159260076545510730339"`"IT60X0542811101000000123456"`"JO94CBJO0010000000000131000302"`"KW81CBKU0000000000001234560101"`"KZ86125KZT5004100100"`"LB62099900000001001901229114"`"LC55HEMM000100010012001200023015"`"LI21088100002324013AA"`"LT121000011101001000"`"LU280019400644750000"`"LV80BANK0000435195001"`"MC5811222000010123456789030"`"MD24AG000225100013104168"`"ME25505000012345678951"`"MK07250120000058984"`"MR1300020001010000123456753"`"MT84MALT011000012345MTLCAST001S"`"MU17BOMM0101101030300200000MUR"`"NL39RABO0300065264"`"NL91ABNA0417164300"`"NO9386011117947"`"PK36SCBL0000001123456702"`"PL27114020040000300201355387"`"PL60102010260000042270201111"`"PS92PALS000000000400123456702"`"PT50000201231234567890154"`"QA58DOHB00001234567890ABCDEFG"`"RO49AAAA1B31007593840000"`"RS35260005601001611379"`"RU0204452560040702810412345678901"`"SA0380000000608010167519"`"SC18SSCB11010000000000001497USD"`"SD8811123456789012"`"SE3550000000054910000003"`"SD2129010501234001"`"SI56191000000123438"`"SK3112000000198742637541"`"SM86U0322509800000000270100"`"ST68000100010051845310112"`"SV62CENR00000000000000700025"`"TL380080012345678910157"`"TN5910006035183598478831"`"TR330006100519786457841326"`"UA213223130000026007233566001"`"VA59001123000012345678"`"VG96VPVG0000012345678901"`"XK051212012345678906"`"AA0200000000053"`"AA9700000000089"`"AA9800000000071"`"ZZ02ZZZZZZZZZZZZZZZZZZZZZZZZZ04"`"ZZ97ZZZZZZZZZZZZZZZZZZZZZZZZZ40"`"ZZ98ZZZZZZZZZZZZZZZZZZZZZZZZZ22"};" is 2438.,87
